Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
15000.0,2018-11-14,Credit card refinancing,,100%,595xx,MT,< 1 year,0.0
20000.0,2018-10-05,Other,,7.33%,958xx,CA,< 1 year,0.0
16000.0,2017-11-02,Medical expenses,603.0,7.27%,280xx,NC,< 1 year,0.0
3000.0,2017-04-18,debt_consolidation,,0%,436xx,OH,< 1 year,0.0
1500.0,2013-09-11,vacation,591.0,43.19%,711xx,LA,< 1 year,0.0
1000.0,2014-07-11,car,,-1%,366xx,AL,< 1 year,0.0
24500.0,2017-09-12,Credit card refinancing,605.0,39.31%,019xx,MA,< 1 year,0.0
20000.0,2015-01-14,Home buying,641.0,2.76%,900xx,CA,5 years,0.0
25000.0,2017-11-02,Debt consolidation,710.0,54.76%,660xx,KS,< 1 year,0.0
1500.0,2012-09-19,vacation,596.0,3.19%,322xx,FL,< 1 year,0.0
20000.0,2014-08-13,home_improvement,602.0,31.51%,430xx,OH,< 1 year,0.0
5000.0,2018-06-06,Debt consolidation,,27.84%,675xx,KS,1 year,0.0
20000.0,2015-02-08,other,611.0,28.17%,467xx,IN,< 1 year,0.0
10000.0,2017-01-18,home_improvement,,1.89%,376xx,TN,5 years,0.0
8000.0,2014-03-03,debt_consolidation,667.0,76.16%,440xx,OH,< 1 year,0.0
2500.0,2017-07-10,vacation,,17.49%,770xx,TX,6 years,0.0
10000.0,2018-04-09,Business,,63.04%,497xx,MI,< 1 year,0.0
25000.0,2018-05-21,Car financing,,24.74%,054xx,VT,< 1 year,0.0
10000.0,2017-02-01,debt_consolidation,,17.98%,421xx,KY,< 1 year,0.0
25000.0,2016-03-19,debt_consolidation,,46.9%,324xx,FL,5 years,0.0
5000.0,2017-08-11,credit_card,,14.62%,436xx,OH,5 years,0.0
10000.0,2017-07-29,credit_card,,36.46%,394xx,MS,5 years,0.0
32000.0,2018-10-31,Debt consolidation,,100%,480xx,MI,< 1 year,0.0
2000.0,2016-09-08,other,,23.82%,118xx,NY,5 years,0.0
10000.0,2017-05-31,other,,10.55%,236xx,VA,< 1 year,0.0
4000.0,2018-06-04,Moving and relocation,,16.91%,571xx,SD,1 year,0.0
10000.0,2018-11-20,Debt consolidation,,18.35%,984xx,WA,< 1 year,0.0
2500.0,2013-08-06,other,,-1%,279xx,NC,< 1 year,0.0
18000.0,2009-09-20,High Rate Credit Card Debt Consolidation,710.0,36.02%,263xx,WV,8 years,0.0
0.0,2016-11-16,,,-1%,982xx,WA,< 1 year,0.0
20000.0,2018-04-15,Moving and relocation,,9%,778xx,TX,< 1 year,0.0
20000.0,2017-09-24,Major purchase,655.0,30.15%,220xx,VA,< 1 year,0.0
1500.0,2015-10-05,other,,19.35%,308xx,GA,< 1 year,0.0
25000.0,2011-04-04,home_improvement,709.0,0.63%,716xx,AR,< 1 year,0.0
10000.0,2017-03-20,car,,-1%,596xx,MT,,0.0
15000.0,2018-11-12,Debt consolidation,,41.2%,666xx,KS,< 1 year,0.0
25000.0,2013-08-05,home_improvement,685.0,0%,245xx,VA,5 years,0.0
15000.0,2015-11-23,debt_consolidation,,0%,114xx,NY,< 1 year,0.0
15000.0,2017-09-20,Debt consolidation,686.0,30.38%,296xx,SC,< 1 year,0.0
14500.0,2018-07-11,Credit card refinancing,,28.56%,156xx,PA,,0.0
2500.0,2018-08-03,Medical expenses,,12.33%,750xx,TX,< 1 year,0.0
25000.0,2017-11-11,Debt consolidation,640.0,32.48%,234xx,VA,< 1 year,0.0
25000.0,2018-10-17,Debt consolidation,,7.88%,285xx,NC,< 1 year,0.0
6000.0,2017-03-02,Credit card refinancing,594.0,18.16%,400xx,KY,< 1 year,0.0
5000.0,2016-12-27,medical,,30.95%,704xx,LA,< 1 year,0.0
10000.0,2015-10-18,debt_consolidation,,27.73%,653xx,MO,< 1 year,0.0
6500.0,2018-07-04,Credit card refinancing,,37.15%,295xx,SC,< 1 year,0.0
20000.0,2016-05-09,credit_card,,26.35%,750xx,TX,< 1 year,0.0
2500.0,2018-11-27,Other,,50.05%,927xx,CA,< 1 year,0.0
18000.0,2014-09-21,debt_consolidation,655.0,18.25%,154xx,PA,< 1 year,0.0
10000.0,2017-12-27,Credit card refinancing,657.0,16.78%,983xx,WA,< 1 year,0.0
20000.0,2017-11-16,Debt consolidation,559.0,8.59%,112xx,NY,< 1 year,0.0
25000.0,2017-07-28,Credit card refinancing,608.0,25.53%,302xx,GA,< 1 year,0.0
14000.0,2017-01-23,debt_consolidation,,1733.59%,731xx,OK,< 1 year,0.0
10000.0,2017-12-14,Credit card refinancing,677.0,21.61%,455xx,OH,< 1 year,0.0
25000.0,2015-01-23,credit_card,635.0,93.31%,614xx,IL,< 1 year,0.0
20000.0,2018-05-19,Debt consolidation,,18.5%,601xx,IL,< 1 year,0.0
20000.0,2015-05-19,debt_consolidation,,18.28%,458xx,OH,< 1 year,0.0
35000.0,2016-07-19,debt_consolidation,,16.18%,309xx,GA,< 1 year,0.0
25000.0,2018-09-19,Home buying,,6.22%,290xx,SC,< 1 year,0.0
1500.0,2018-07-17,Debt consolidation,,14.23%,402xx,KY,< 1 year,0.0
8000.0,2018-08-28,Credit card refinancing,,6.6%,902xx,CA,< 1 year,0.0
2500.0,2017-11-01,Debt consolidation,501.0,4.98%,104xx,NY,< 1 year,0.0
6000.0,2017-01-29,debt_consolidation,,19.76%,765xx,TX,< 1 year,0.0
40000.0,2017-12-13,Debt consolidation,663.0,37.77%,735xx,OK,< 1 year,0.0
10000.0,2018-08-29,Credit card refinancing,,8.17%,191xx,PA,< 1 year,0.0
20000.0,2017-10-12,Home improvement,608.0,29.46%,489xx,MI,< 1 year,0.0
8000.0,2018-04-11,Credit card refinancing,,14.96%,140xx,NY,< 1 year,0.0
7000.0,2018-09-06,Debt consolidation,,7.94%,331xx,FL,4 years,2.0
1000.0,2018-02-22,Medical expenses,,5.55%,850xx,AZ,< 1 year,0.0
16000.0,2018-12-03,Debt consolidation,,43.19%,926xx,CA,< 1 year,0.0
40000.0,2016-03-17,house,,38.84%,029xx,RI,< 1 year,0.0
5000.0,2017-11-12,Debt consolidation,619.0,35.96%,315xx,GA,< 1 year,0.0
25000.0,2015-05-14,Home improvement,,22.9%,750xx,TX,10+ years,0.0
20000.0,2015-01-06,credit_card,691.0,43.84%,560xx,MN,< 1 year,0.0
5500.0,2018-04-07,Credit card refinancing,,29.58%,801xx,CO,2 years,0.0
20000.0,2016-05-09,small_business,,0%,852xx,AZ,< 1 year,0.0
25000.0,2016-06-14,debt_consolidation,,18.11%,875xx,NM,< 1 year,0.0
1500.0,2017-06-07,Moving and relocation,621.0,26.44%,054xx,VT,< 1 year,0.0
10000.0,2018-03-19,Debt consolidation,,78.58%,334xx,FL,< 1 year,0.0
5000.0,2015-10-31,other,736.0,51.06%,840xx,UT,< 1 year,0.0
5000.0,2016-10-03,debt_consolidation,,31.76%,291xx,SC,< 1 year,0.0
5000.0,2017-11-24,Debt consolidation,620.0,107.87%,211xx,MD,< 1 year,0.0
10000.0,2017-11-06,Car financing,681.0,43.89%,111xx,NY,< 1 year,0.0
20000.0,2018-10-05,Debt consolidation,,16.18%,968xx,HI,< 1 year,0.0
19500.0,2018-11-16,Debt consolidation,,19.12%,927xx,CA,< 1 year,0.0
6000.0,2018-11-07,Debt consolidation,,33.84%,917xx,CA,< 1 year,0.0
1200.0,2018-08-29,Other,,10.52%,941xx,CA,< 1 year,0.0
12500.0,2018-08-26,Home buying,,11.3%,704xx,LA,1 year,0.0
2500.0,2014-11-10,other,704.0,7.91%,640xx,MO,5 years,0.0
5000.0,2018-04-12,Debt consolidation,,16.69%,953xx,CA,< 1 year,0.0
1000.0,2015-12-17,moving,,3.81%,925xx,CA,< 1 year,0.0
3000.0,2018-01-29,Credit card refinancing,,33.01%,021xx,MA,< 1 year,0.0
21000.0,2018-12-04,Debt consolidation,,14.82%,786xx,TX,< 1 year,0.0
3000.0,2017-10-29,Debt consolidation,713.0,12%,178xx,PA,< 1 year,0.0
9000.0,2017-01-31,debt_consolidation,,24.51%,310xx,GA,< 1 year,0.0
32025.0,2016-12-03,credit_card,,39.41%,336xx,FL,5 years,0.0
12000.0,2017-01-31,debt_consolidation,,16.61%,983xx,WA,< 1 year,0.0
5500.0,2018-10-25,Other,,29.67%,488xx,MI,< 1 year,0.0
10000.0,2014-11-10,major_purchase,679.0,63.57%,067xx,CT,10+ years,0.0
9000.0,2015-03-23,major_purchase,,14.81%,606xx,IL,5 years,0.0
25000.0,2018-08-08,Debt consolidation,,36.13%,021xx,MA,< 1 year,0.0
5000.0,2018-07-21,Credit card refinancing,,657%,462xx,IN,< 1 year,0.0
1000.0,2018-10-23,Moving and relocation,,0%,551xx,MN,2 years,0.0
1000.0,2017-01-23,debt_consolidation,,10.13%,303xx,GA,5 years,0.0
10000.0,2014-07-22,major_purchase,652.0,18.25%,027xx,MA,,0.0
5000.0,2018-05-01,Moving and relocation,,12.97%,190xx,PA,< 1 year,0.0
14825.0,2017-12-20,Credit card refinancing,620.0,32.35%,604xx,IL,< 1 year,0.0
6000.0,2015-03-22,debt_consolidation,,7.65%,537xx,WI,< 1 year,0.0
1000.0,2017-04-26,other,,12.3%,325xx,FL,5 years,0.0
15000.0,2018-09-08,Other,,24.74%,601xx,IL,< 1 year,0.0
40000.0,2016-10-15,Business,623.0,2.97%,900xx,CA,< 1 year,0.0
5000.0,2017-10-30,Medical expenses,718.0,25.26%,303xx,GA,< 1 year,0.0
5000.0,2016-08-09,credit_card,,5.06%,297xx,SC,5 years,0.0
5000.0,2018-11-03,Debt consolidation,,6.42%,371xx,TN,< 1 year,0.0
8000.0,2017-11-03,Debt consolidation,524.0,0.02%,335xx,FL,< 1 year,0.0
5000.0,2018-12-17,Debt consolidation,,44.93%,327xx,FL,< 1 year,0.0
10000.0,2017-04-12,Medical expenses,542.0,0.64%,924xx,CA,< 1 year,0.0
10000.0,2017-12-22,Credit card refinancing,,100%,608xx,IL,< 1 year,0.0
5000.0,2018-10-26,Other,,10.15%,117xx,NY,< 1 year,0.0
30000.0,2018-10-06,Credit card refinancing,,53.46%,852xx,AZ,< 1 year,0.0
20000.0,2017-09-29,Debt consolidation,735.0,41.38%,305xx,GA,< 1 year,0.0
1200.0,2016-03-26,home_improvement,,8.4%,751xx,TX,< 1 year,0.0
3500.0,2018-05-16,Credit card refinancing,,45.83%,549xx,WI,< 1 year,0.0
40000.0,2016-03-19,home_improvement,,26.98%,338xx,FL,< 1 year,0.0
35000.0,2014-08-14,debt_consolidation,,-1%,924xx,CA,< 1 year,0.0
5000.0,2015-07-14,credit_card,,52.97%,147xx,NY,< 1 year,0.0
13000.0,2016-08-29,major_purchase,,23.4%,018xx,MA,< 1 year,0.0
15000.0,2016-07-16,Business Loan,,-1%,114xx,NY,< 1 year,0.0
40000.0,2017-11-23,Debt consolidation,648.0,33.37%,210xx,MD,< 1 year,0.0
6250.0,2016-01-02,debt_consolidation,,8.06%,980xx,WA,< 1 year,0.0
5000.0,2015-12-06,moving,,2.74%,201xx,VA,< 1 year,0.0
35000.0,2015-12-04,debt_consolidation,,63.74%,272xx,NC,< 1 year,0.0
35000.0,2018-06-21,Debt consolidation,,6.55%,606xx,IL,< 1 year,0.0
1000.0,2017-11-06,Other,610.0,12.22%,925xx,CA,< 1 year,0.0
35000.0,2017-09-22,Debt consolidation,615.0,52.13%,605xx,IL,< 1 year,0.0
8000.0,2017-12-11,Other,720.0,38.3%,907xx,CA,< 1 year,0.0
19625.0,2018-03-17,Other,,31.8%,701xx,LA,< 1 year,0.0
3000.0,2017-07-24,Moving and relocation,693.0,14.83%,403xx,KY,< 1 year,0.0
8500.0,2017-06-20,house,,9.25%,282xx,NC,5 years,0.0
35000.0,2015-02-23,home_improvement,681.0,37.42%,610xx,IL,< 1 year,0.0
4000.0,2015-01-08,debt_consolidation,515.0,12.49%,463xx,IN,< 1 year,0.0
40000.0,2018-10-02,Debt consolidation,,13.56%,805xx,CO,< 1 year,0.0
4000.0,2018-10-15,Credit card refinancing,,5.8%,100xx,NY,< 1 year,0.0
5000.0,2017-05-28,Debt consolidation,638.0,19.09%,930xx,CA,< 1 year,0.0
10000.0,2017-01-11,debt_consolidation,,36.62%,882xx,NM,< 1 year,0.0
2000.0,2017-04-19,Home improvement,555.0,0%,242xx,VA,< 1 year,0.0
8000.0,2018-12-02,Other,,27.6%,200xx,DC,,0.0
10000.0,2018-11-27,Debt consolidation,,2.76%,721xx,AR,< 1 year,0.0
7000.0,2016-12-29,car,,0%,926xx,CA,5 years,0.0
1500.0,2017-11-17,Car financing,633.0,0.95%,302xx,GA,< 1 year,0.0
10000.0,2016-02-22,debt_consolidation,653.0,14.64%,967xx,HI,< 1 year,0.0
25000.0,2016-04-01,debt_consolidation,,72.57%,586xx,ND,< 1 year,0.0
24000.0,2015-01-24,Debt consolidation,607.0,19.65%,830xx,WY,,0.0
100000.0,2017-12-12,Business Loan,,-1%,919xx,CA,< 1 year,0.0
20000.0,2018-04-16,Debt consolidation,,34.7%,330xx,FL,< 1 year,0.0
1500.0,2017-08-06,moving,709.0,0.15%,328xx,FL,5 years,0.0
30000.0,2017-12-30,Debt consolidation,507.0,31.76%,799xx,TX,< 1 year,0.0
3000.0,2017-05-31,other,,31.76%,480xx,MI,< 1 year,0.0
3000.0,2018-07-27,Other,,100%,283xx,NC,< 1 year,0.0
5000.0,2018-11-15,Other,,100%,477xx,IN,< 1 year,0.0
8500.0,2017-04-11,debt_consolidation,,40.1%,370xx,TN,5 years,0.0
10000.0,2018-05-15,Other,,26.62%,223xx,VA,< 1 year,0.0
35000.0,2017-09-23,major_purchase,,0.8%,411xx,KY,1 year,0.0
7000.0,2018-06-20,Debt consolidation,,7.22%,471xx,IN,< 1 year,0.0
1000.0,2018-10-09,Other,,10.84%,400xx,KY,< 1 year,0.0
1500.0,2017-07-06,major_purchase,,1.13%,021xx,MA,,0.0
5000.0,2018-12-30,Credit card refinancing,,18.93%,159xx,PA,< 1 year,0.0
20000.0,2015-05-18,debt_consolidation,,22.59%,064xx,CT,< 1 year,0.0
10000.0,2018-09-24,Debt consolidation,,33.83%,711xx,LA,< 1 year,0.0
35000.0,2015-03-17,debt_consolidation,,52.36%,757xx,TX,< 1 year,0.0
5000.0,2015-05-08,home_improvement,,0.62%,774xx,TX,< 1 year,0.0
5000.0,2013-07-30,debt_consolidation,640.0,22.32%,750xx,TX,2 years,0.0
3000.0,2016-03-19,debt_consolidation,,7.66%,945xx,CA,< 1 year,0.0
2000.0,2017-08-16,Debt consolidation,588.0,867.37%,439xx,OH,< 1 year,0.0
2100.0,2018-11-09,Other,,22.83%,786xx,TX,< 1 year,0.0
30000.0,2017-09-16,Credit card refinancing,658.0,30.19%,908xx,CA,< 1 year,0.0
25000.0,2017-05-18,debt_consolidation,,2.75%,922xx,CA,< 1 year,0.0
10000.0,2018-03-14,Debt consolidation,,18.08%,774xx,TX,< 1 year,0.0
15000.0,2017-03-07,Credit card refinancing,758.0,8.67%,926xx,CA,< 1 year,0.0
40000.0,2016-03-09,home_improvement,,41.47%,119xx,NY,< 1 year,0.0
15000.0,2017-09-14,debt_consolidation,,19.75%,770xx,TX,< 1 year,0.0
10000.0,2018-02-19,Credit card refinancing,,1.09%,075xx,NJ,< 1 year,0.0
1500.0,2015-09-25,medical,,82.24%,921xx,CA,< 1 year,0.0
5000.0,2016-04-05,other,,31.86%,481xx,MI,5 years,0.0
6375.0,2017-12-15,Car financing,704.0,100%,442xx,OH,< 1 year,0.0
4000.0,2016-12-13,Debt consolidation,690.0,41.3%,940xx,CA,< 1 year,0.0
1000.0,2016-09-21,debt_consolidation,,3.36%,028xx,RI,< 1 year,0.0
10000.0,2015-03-28,Other,,8.9%,925xx,CA,4 years,0.0
1250.0,2017-10-13,Other,602.0,32.43%,280xx,NC,< 1 year,0.0
3000.0,2018-01-25,Business,,13.92%,278xx,NC,< 1 year,0.0
1000.0,2015-07-14,debt_consolidation,,93.33%,761xx,TX,< 1 year,0.0
38000.0,2017-06-27,Debt consolidation,611.0,29.78%,840xx,UT,< 1 year,0.0
20000.0,2016-04-04,debt_consolidation,,23.22%,233xx,VA,< 1 year,0.0
4000.0,2018-02-21,Debt consolidation,,38.65%,751xx,TX,< 1 year,0.0
6000.0,2016-03-08,debt_consolidation,,17.78%,327xx,FL,< 1 year,0.0
3000.0,2016-03-16,house,,0%,606xx,IL,< 1 year,0.0
20000.0,2018-11-07,Debt consolidation,,33.45%,633xx,MO,< 1 year,0.0
10000.0,2016-07-26,debt_consolidation,,55.3%,132xx,NY,5 years,0.0
4000.0,2015-11-16,other,,-1%,705xx,LA,< 1 year,0.0
7500.0,2018-04-14,Home improvement,,7.63%,390xx,MS,< 1 year,0.0
5000.0,2018-06-12,Other,,14.24%,782xx,TX,2 years,0.0
5000.0,2017-10-20,Medical expenses,649.0,41.6%,750xx,TX,< 1 year,0.0
1500.0,2015-05-28,debt_consolidation,,6.84%,761xx,TX,< 1 year,0.0
5000.0,2018-02-07,Credit card refinancing,,51.17%,907xx,CA,< 1 year,0.0
10000.0,2018-09-10,Credit card refinancing,,48.8%,741xx,OK,< 1 year,0.0
3000.0,2016-01-28,moving,,664.45%,072xx,NJ,< 1 year,0.0
5000.0,2017-09-05,Debt consolidation,,100%,971xx,OR,< 1 year,0.0
11000.0,2016-10-20,Debt consolidation,673.0,25.17%,370xx,TN,< 1 year,0.0
25000.0,2018-01-11,Home buying,654.0,40.39%,314xx,GA,< 1 year,0.0
20000.0,2017-08-19,major_purchase,,2.88%,361xx,AL,5 years,0.0
20000.0,2016-08-09,debt_consolidation,,31.97%,379xx,TN,< 1 year,0.0
10000.0,2014-10-01,major_purchase,703.0,20.82%,441xx,OH,< 1 year,0.0
5000.0,2018-04-05,Home buying,,0%,770xx,TX,< 1 year,0.0
10000.0,2018-04-11,Debt consolidation,,4.43%,920xx,CA,< 1 year,0.0
6000.0,2016-12-15,debt_consolidation,,34.31%,175xx,PA,5 years,0.0
1000.0,2015-06-17,other,,8.01%,323xx,FL,< 1 year,0.0
35000.0,2014-07-20,debt_consolidation,688.0,13.75%,301xx,GA,< 1 year,0.0
2000.0,2018-05-03,Business,,51.89%,786xx,TX,< 1 year,0.0
1225.0,2013-05-14,major_purchase,728.0,30.42%,754xx,TX,< 1 year,0.0
4000.0,2017-07-01,Other,633.0,9.53%,100xx,NY,< 1 year,0.0
10000.0,2017-05-25,debt_consolidation,,53.1%,465xx,IN,< 1 year,0.0
30000.0,2018-01-26,Credit card refinancing,,16.84%,852xx,AZ,3 years,0.0
3000.0,2017-08-24,Credit card refinancing,739.0,40.35%,479xx,IN,< 1 year,0.0
10000.0,2018-11-14,Other,,26.84%,972xx,OR,< 1 year,0.0
3000.0,2015-10-15,debt_consolidation,,34.31%,398xx,GA,< 1 year,0.0
4000.0,2018-04-16,Home improvement,,54.39%,470xx,IN,< 1 year,0.0
10000.0,2013-06-14,debt_consolidation,605.0,20.08%,707xx,LA,< 1 year,0.0
7500.0,2018-07-23,Other,,19.51%,764xx,TX,< 1 year,0.0
10000.0,2017-05-24,Debt consolidation,622.0,52.89%,835xx,ID,< 1 year,0.0
10000.0,2014-10-03,debt_consolidation,684.0,1.78%,191xx,PA,< 1 year,0.0
20000.0,2017-03-29,Other,613.0,45.06%,193xx,PA,< 1 year,0.0
30000.0,2016-11-21,debt_consolidation,,2.98%,088xx,NJ,< 1 year,0.0
5000.0,2015-08-06,debt_consolidation,,19.25%,395xx,MS,< 1 year,0.0
1000.0,2015-04-24,other,,0.14%,381xx,TN,< 1 year,0.0
10000.0,2016-10-08,home_improvement,,1.1%,119xx,NY,< 1 year,0.0
5000.0,2015-12-08,house,,14.44%,140xx,NY,< 1 year,0.0
8000.0,2017-06-17,debt_consolidation,,12.85%,532xx,WI,,0.0
20000.0,2015-05-13,debt_consolidation,,35.42%,245xx,VA,< 1 year,0.0
35000.0,2015-12-24,other,,-1%,186xx,PA,< 1 year,0.0
1200.0,2017-03-14,Other,534.0,1.06%,954xx,CA,< 1 year,0.0
6000.0,2017-10-24,Debt consolidation,677.0,28.89%,731xx,OK,< 1 year,0.0
1000.0,2016-10-02,car,,0%,207xx,MD,< 1 year,0.0
10000.0,2017-11-12,Debt consolidation,687.0,24.25%,285xx,NC,< 1 year,0.0
7500.0,2018-03-06,Debt consolidation,,24.34%,707xx,LA,< 1 year,0.0
2500.0,2016-06-18,other,,8.02%,335xx,FL,< 1 year,0.0
10000.0,2017-07-08,major_purchase,,-1%,337xx,FL,< 1 year,0.0
5000.0,2016-10-26,Debt consolidation,615.0,21.83%,461xx,IN,< 1 year,0.0
5000.0,2016-11-16,debt_consolidation,,35.98%,323xx,FL,< 1 year,0.0
30000.0,2017-07-21,Debt consolidation,693.0,29.31%,212xx,MD,< 1 year,0.0
5000.0,2014-09-16,debt_consolidation,599.0,2.86%,945xx,CA,< 1 year,0.0
35000.0,2018-12-15,Credit card refinancing,,25.68%,021xx,MA,< 1 year,0.0
1000.0,2013-06-26,moving,657.0,41.48%,647xx,MO,< 1 year,0.0
40000.0,2016-11-15,Home buying,690.0,0.99%,606xx,IL,< 1 year,0.0
25000.0,2015-06-26,credit_card,662.0,42.81%,274xx,NC,< 1 year,0.0
12000.0,2017-11-08,Debt consolidation,715.0,21.31%,066xx,CT,< 1 year,0.0
15000.0,2018-01-02,Credit card refinancing,721.0,16.83%,130xx,NY,3 years,0.0
22000.0,2016-05-05,debt_consolidation,,33.87%,770xx,TX,5 years,0.0
3000.0,2017-07-08,debt_consolidation,,39.12%,655xx,MO,< 1 year,0.0
1500.0,2015-07-26,moving,,-1%,794xx,TX,< 1 year,0.0
3000.0,2016-11-17,Other,561.0,15.27%,200xx,DC,< 1 year,0.0
35000.0,2018-05-21,Credit card refinancing,,40.07%,851xx,AZ,< 1 year,0.0
5000.0,2018-06-19,Home buying,,11.56%,338xx,FL,,0.0
2425.0,2017-07-06,home_improvement,,1.75%,463xx,IN,,0.0
7000.0,2016-08-19,car,,8.7%,385xx,TN,< 1 year,0.0
6000.0,2016-11-25,major_purchase,,20.59%,447xx,OH,5 years,0.0
5000.0,2014-07-09,major_purchase,,-1%,601xx,IL,< 1 year,0.0
11000.0,2015-06-18,credit_card,,37.56%,767xx,TX,5 years,0.0
20000.0,2017-08-10,Business,625.0,5.96%,111xx,NY,1 year,0.0
10000.0,2018-08-01,Debt consolidation,,17.11%,853xx,AZ,< 1 year,0.0
1000.0,2015-07-01,major_purchase,,44.65%,752xx,TX,< 1 year,0.0
12000.0,2015-01-29,debt_consolidation,,-1%,452xx,OH,< 1 year,0.0
9000.0,2016-12-26,Debt consolidation,726.0,46.9%,112xx,NY,< 1 year,0.0
1000.0,2013-10-28,debt_consolidation,590.0,33.81%,770xx,TX,< 1 year,0.0
6500.0,2015-04-22,debt_consolidation,,10.29%,190xx,PA,< 1 year,0.0
5000.0,2018-07-17,Credit card refinancing,,28.85%,232xx,VA,< 1 year,0.0
3000.0,2018-08-04,Other,,19.58%,972xx,OR,< 1 year,0.0
35000.0,2015-01-07,debt_consolidation,800.0,10%,068xx,CT,< 1 year,0.0
27000.0,2017-07-21,debt_consolidation,,-1%,945xx,CA,5 years,0.0
1000.0,2016-09-19,Debt consolidation,588.0,22.29%,298xx,SC,< 1 year,0.0
20000.0,2017-02-21,Credit card refinancing,684.0,24.73%,922xx,CA,< 1 year,0.0
1000.0,2015-09-25,other,,57.3%,710xx,LA,< 1 year,0.0
9700.0,2015-10-19,debt_consolidation,,31.31%,973xx,OR,< 1 year,0.0
12500.0,2015-09-10,Credit card refinancing,,0.49%,801xx,CO,,0.0
15000.0,2014-09-30,debt_consolidation,623.0,4.41%,857xx,AZ,< 1 year,0.0
10000.0,2016-03-09,other,,5.41%,730xx,OK,5 years,0.0
10000.0,2017-10-08,major_purchase,,2.78%,917xx,CA,< 1 year,0.0
15000.0,2012-11-16,debt_consolidation,631.0,66.29%,983xx,WA,< 1 year,0.0
10000.0,2015-11-01,debt_consolidation,,8.01%,770xx,TX,< 1 year,0.0
20000.0,2018-09-23,Other,,458.86%,583xx,ND,< 1 year,0.0
35000.0,2018-09-27,Other,,9.46%,773xx,TX,< 1 year,0.0
1000.0,2017-07-27,other,,14.43%,917xx,CA,5 years,0.0
25000.0,2017-04-07,debt_consolidation,,39.76%,940xx,CA,< 1 year,0.0
1000.0,2016-09-02,vacation,,25.95%,486xx,MI,< 1 year,0.0
2000.0,2018-01-11,Vacation,696.0,5.14%,891xx,NV,< 1 year,0.0
12000.0,2018-12-30,Debt consolidation,,27.58%,134xx,NY,< 1 year,0.0
10000.0,2014-05-09,debt_consolidation,673.0,0.73%,302xx,GA,< 1 year,0.0
1000.0,2016-02-20,moving,,-1%,931xx,CA,5 years,0.0
5000.0,2016-07-18,other,,2.93%,212xx,MD,< 1 year,0.0
15000.0,2017-05-18,Debt consolidation,623.0,42.29%,544xx,WI,< 1 year,0.0
5000.0,2018-11-14,Debt consolidation,,23.86%,300xx,GA,< 1 year,0.0
40000.0,2018-05-08,Debt consolidation,,19.19%,223xx,VA,< 1 year,0.0
3000.0,2017-07-03,Debt consolidation,573.0,16.8%,761xx,TX,< 1 year,0.0
19000.0,2016-09-18,other,,37.44%,744xx,OK,5 years,0.0
25000.0,2013-05-19,Debt consolidation,709.0,24.02%,776xx,TX,< 1 year,0.0
3100.0,2018-03-18,Debt consolidation,,100%,630xx,MO,< 1 year,0.0
35000.0,2018-10-16,Debt consolidation,,9.06%,300xx,GA,< 1 year,0.0
3000.0,2017-09-23,Debt consolidation,597.0,17.96%,301xx,GA,< 1 year,0.0
8000.0,2016-01-29,home_improvement,,16.86%,281xx,NC,5 years,0.0
10000.0,2017-10-11,debt_consolidation,,20.88%,431xx,OH,< 1 year,0.0
30000.0,2017-12-20,Debt consolidation,,100%,923xx,CA,< 1 year,0.0
5000.0,2016-10-08,debt_consolidation,,2.32%,078xx,NJ,< 1 year,0.0
5000.0,2018-09-24,Home buying,,1.43%,315xx,GA,,0.0
10000.0,2015-11-18,debt_consolidation,,2.82%,016xx,MA,5 years,0.0
2000.0,2014-07-10,debt_consolidation,598.0,9.08%,191xx,PA,< 1 year,0.0
30000.0,2017-02-13,Debt consolidation,584.0,39.6%,280xx,NC,< 1 year,0.0
1000.0,2018-07-22,Other,,100%,146xx,NY,< 1 year,0.0
20000.0,2018-10-08,Debt consolidation,,12.17%,700xx,LA,< 1 year,0.0
20000.0,2017-01-19,Debt consolidation,805.0,41.78%,917xx,CA,< 1 year,0.0
3500.0,2017-06-30,Medical expenses,661.0,12.51%,292xx,SC,< 1 year,0.0
10000.0,2018-09-30,Other,,17.2%,069xx,CT,1 year,0.0
8000.0,2017-04-12,other,,55.6%,761xx,TX,< 1 year,0.0
5000.0,2017-08-15,Other,685.0,10.14%,117xx,NY,< 1 year,0.0
20000.0,2016-11-17,home_improvement,,-1%,282xx,NC,< 1 year,0.0
13000.0,2018-05-07,Debt consolidation,,69.96%,322xx,FL,< 1 year,0.0
3500.0,2018-11-23,Medical expenses,,46.08%,706xx,LA,< 1 year,0.0
6000.0,2017-10-21,Medical expenses,701.0,2.87%,029xx,RI,< 1 year,0.0
20000.0,2018-07-17,Home improvement,,47.1%,782xx,TX,< 1 year,0.0
4000.0,2018-12-23,Debt consolidation,,38.88%,775xx,TX,< 1 year,0.0
19050.0,2017-07-03,Car financing,546.0,100%,720xx,AR,< 1 year,0.0
10000.0,2018-08-24,Debt consolidation,,19.11%,774xx,TX,< 1 year,0.0
16000.0,2018-11-19,Debt consolidation,,150.64%,917xx,CA,< 1 year,0.0
25000.0,2017-03-03,Other,680.0,15.38%,941xx,CA,10+ years,0.0
2500.0,2016-02-10,other,639.0,31.33%,185xx,PA,< 1 year,0.0
